caseid,year,age,sex,race
38794,2000,50,Female,Other
38795,2000,37,Female,Black
38796,2000,37,Male,White
38797,2000,19,Male,White
38798,2000,28,Male,White
38799,2000,79,Male,White
38800,2000,31,Female,White
38801,2000,33,Female,White
38802,2000,56,Male,White
38803,2000,30,Female,White
38804,2000,22,Male,White
38805,2000,57,Female,White
38806,2000,44,Female,White
38807,2000,38,Male,White
38808,2000,60,Female,White
38809,2000,21,Female,White
38810,2000,35,Female,White
38811,2000,49,Male,White
38812,2000,37,Female,White
38813,2000,61,Male,White
38814,2000,67,Female,White
38815,2000,63,Female,White
38816,2000,23,Female,White
38817,2000,62,Female,White
38818,2000,41,Female,White
38819,2000,47,Male,White
38820,2000,40,Female,White
38821,2000,22,Male,White
38822,2000,32,Male,White
38823,2000,26,Male,White
38824,2000,80,Female,White
38825,2000,57,Male,White
38826,2000,33,Female,White
38827,2000,20,Female,Other
38828,2000,19,Male,White
38829,2000,66,Male,White
38830,2000,56,Male,White
38831,2000,44,Female,White
38832,2000,57,Male,White
38833,2000,68,Female,White
38834,2000,81,Male,White
38835,2000,27,Male,White
38836,2000,26,Female,Other
38837,2000,NA,Male,White
38838,2000,31,Female,White
38839,2000,37,Male,White
38840,2000,52,Female,Other
38841,2000,45,Female,White
38842,2000,69,Female,White
38843,2000,63,Male,White
38844,2000,79,Male,White
38845,2000,82,Female,White
38846,2000,74,Male,White
38847,2000,36,Male,Other
38848,2000,66,Female,White
38849,2000,54,Male,White
38850,2000,73,Male,White
38851,2000,62,Male,White
38852,2000,81,Male,White
38853,2000,88,Female,White
38854,2000,74,Male,White
38855,2000,52,Male,White
38856,2000,83,Male,White
38857,2000,49,Male,White
38858,2000,42,Female,White
38859,2000,54,Male,White
38860,2000,20,Male,White
38861,2000,65,Male,White
38862,2000,53,Male,White
38863,2000,36,Male,Black
38864,2000,48,Female,White
38865,2000,36,Female,White
38866,2000,43,Female,White
38867,2000,24,Female,White
38868,2000,25,Male,White
38869,2000,32,Female,White
38870,2000,51,Female,White
38871,2000,56,Male,White
38872,2000,43,Female,White
38873,2000,20,Female,White
38874,2000,74,Male,White
38875,2000,69,Female,White
38876,2000,19,Male,White
38877,2000,58,Male,White
38878,2000,52,Male,White
38879,2000,56,Male,White
38880,2000,22,Male,White
38881,2000,71,Female,White
38882,2000,45,Male,White
38883,2000,46,Female,White
38884,2000,36,Female,White
38885,2000,32,Male,White
38886,2000,26,Female,White
38887,2000,24,Male,White
38888,2000,24,Male,White
38889,2000,44,Male,White
38890,2000,44,Male,White
38891,2000,35,Male,White
38892,2000,47,Female,White
38893,2000,21,Male,White
38894,2000,27,Male,White
38895,2000,23,Male,White
38896,2000,84,Female,White
38897,2000,54,Female,White
38898,2000,45,Female,White
38899,2000,73,Female,White
38900,2000,79,Male,White
38901,2000,38,Male,White
38902,2000,20,Male,White
38903,2000,32,Female,White
38904,2000,34,Male,White
38905,2000,44,Female,White
38906,2000,30,Male,White
38907,2000,39,Male,White
38908,2000,50,Male,White
38909,2000,48,Female,White
38910,2000,34,Male,White
38911,2000,61,Female,White
38912,2000,47,Male,White
38913,2000,44,Female,White
38914,2000,44,Male,Black
38915,2000,32,Male,White
38916,2000,45,Male,White
38917,2000,61,Female,White
38918,2000,38,Female,White
38919,2000,68,Female,White
38920,2000,67,Male,White
38921,2000,63,Female,White
38922,2000,36,Female,White
38923,2000,46,Female,White
38924,2000,81,Male,White
38925,2000,75,Female,White
38926,2000,85,Female,White
38927,2000,71,Female,White
38928,2000,36,Male,White
38929,2000,38,Female,White
38930,2000,68,Female,White
38931,2000,46,Male,White
38932,2000,76,Female,White
38933,2000,26,Male,White
38934,2000,76,Female,White
38935,2000,47,Female,Black
38936,2000,28,Female,White
38937,2000,45,Male,White
38938,2000,38,Male,White
38939,2000,67,Male,White
38940,2000,53,Male,White
38941,2000,37,Male,Black
38942,2000,28,Female,White
38943,2000,30,Female,Black
38944,2000,72,Female,White
38945,2000,22,Female,White
38946,2000,75,Male,White
38947,2000,18,Female,White
38948,2000,75,Male,White
38949,2000,77,Female,White
38950,2000,40,Female,White
38951,2000,73,Male,White
38952,2000,42,Female,White
38953,2000,62,Female,White
38954,2000,72,Female,White
38955,2000,44,Male,White
38956,2000,80,Male,White
38957,2000,32,Male,Other
38958,2000,23,Male,White
38959,2000,37,Female,White
38960,2000,78,Female,White
38961,2000,31,Female,White
38962,2000,87,Female,White
38963,2000,83,Male,White
38964,2000,76,Female,White
38965,2000,83,Female,White
38966,2000,83,Female,White
38967,2000,49,Male,White
38968,2000,66,Male,White
38969,2000,72,Female,White
38970,2000,46,Female,Black
38971,2000,73,Female,White
38972,2000,41,Male,White
38973,2000,39,Female,White
38974,2000,59,Female,White
38975,2000,83,Female,White
38976,2000,51,Female,White
38977,2000,46,Male,White
38978,2000,25,Female,White
38979,2000,88,Female,White
38980,2000,26,Female,Black
38981,2000,31,Female,Black
38982,2000,65,Female,White
38983,2000,37,Male,White
38984,2000,52,Male,White
38985,2000,60,Male,White
38986,2000,61,Female,White
38987,2000,59,Male,White
38988,2000,28,Male,White
38989,2000,31,Female,White
38990,2000,31,Female,White
38991,2000,21,Female,White
38992,2000,84,Male,White
38993,2000,86,Male,White
38994,2000,72,Female,White
38995,2000,79,Female,White
38996,2000,76,Female,White
38997,2000,89,Male,White
38998,2000,76,Female,White
38999,2000,85,Female,White
39000,2000,31,Female,White
39001,2000,67,Male,White
39002,2000,70,Female,White
39003,2000,31,Female,White
39004,2000,31,Female,White
39005,2000,45,Female,White
39006,2000,53,Male,White
39007,2000,77,Female,White
39008,2000,45,Male,White
39009,2000,39,Female,White
39010,2000,55,Female,White
39011,2000,52,Male,White
39012,2000,60,Female,White
39013,2000,30,Female,Black
39014,2000,60,Male,White
39015,2000,48,Male,White
39016,2000,50,Male,White
39017,2000,20,Female,Black
39018,2000,86,Female,White
39019,2000,21,Male,White
39020,2000,69,Female,Black
39021,2000,23,Female,Other
39022,2000,80,Female,Black
39023,2000,37,Female,Black
39024,2000,58,Female,Black
39025,2000,37,Female,White
39026,2000,59,Female,White
39027,2000,47,Male,Black
39028,2000,79,Female,White
39029,2000,20,Male,White
39030,2000,71,Female,White
39031,2000,34,Female,White
39032,2000,19,Male,White
39033,2000,29,Female,White
39034,2000,44,Female,White
39035,2000,26,Male,Black
39036,2000,41,Male,White
39037,2000,84,Female,White
39038,2000,32,Male,White
39039,2000,55,Male,White
39040,2000,38,Male,White
39041,2000,49,Male,White
39042,2000,24,Female,White
39043,2000,24,Female,White
39044,2000,35,Male,White
39045,2000,63,Male,White
39046,2000,41,Male,White
39047,2000,40,Female,White
39048,2000,56,Female,White
39049,2000,20,Female,White
39050,2000,42,Female,White
39051,2000,27,Male,White
39052,2000,42,Female,White
39053,2000,50,Female,White
39054,2000,22,Female,Other
39055,2000,26,Female,White
39056,2000,43,Female,White
39057,2000,44,Female,Black
39058,2000,76,Female,White
39059,2000,46,Female,Black
39060,2000,34,Female,White
39061,2000,26,Male,White
39062,2000,44,Male,White
39063,2000,29,Male,White
39064,2000,31,Female,Other
39065,2000,39,Male,White
39066,2000,51,Female,White
39067,2000,61,Female,White
39068,2000,56,Male,White
39069,2000,50,Female,White
39070,2000,49,Male,Other
39071,2000,50,Female,White
39072,2000,35,Female,White
39073,2000,61,Female,White
39074,2000,32,Female,White
39075,2000,56,Male,White
39076,2000,35,Female,White
39077,2000,46,Male,White
39078,2000,39,Male,White
39079,2000,41,Female,White
39080,2000,34,Male,White
39081,2000,34,Female,White
39082,2000,28,Female,White
39083,2000,47,Female,White
39084,2000,42,Female,White
39085,2000,37,Male,White
39086,2000,40,Female,White
39087,2000,50,Male,White
39088,2000,42,Male,White
39089,2000,43,Female,White
39090,2000,76,Male,White
39091,2000,78,Female,White
39092,2000,41,Male,White
39093,2000,61,Male,White
39094,2000,49,Female,White
39095,2000,59,Female,White
39096,2000,39,Female,White
39097,2000,24,Male,White
39098,2000,31,Female,White
39099,2000,35,Female,Black
39100,2000,29,Female,White
39101,2000,37,Male,White
39102,2000,41,Male,White
39103,2000,44,Male,White
39104,2000,37,Female,Other
39105,2000,27,Female,White
39106,2000,47,Male,White
39107,2000,38,Female,White
39108,2000,51,Female,White
39109,2000,30,Female,White
39110,2000,27,Male,White
39111,2000,63,Female,White
39112,2000,76,Male,White
39113,2000,22,Male,White
39114,2000,NA,Female,White
39115,2000,75,Male,White
39116,2000,58,Male,White
39117,2000,56,Female,White
39118,2000,42,Male,White
39119,2000,58,Female,White
39120,2000,36,Female,White
39121,2000,44,Male,White
39122,2000,21,Female,White
39123,2000,23,Female,White
39124,2000,22,Female,White
39125,2000,30,Male,White
39126,2000,41,Female,White
39127,2000,52,Female,White
39128,2000,53,Male,White
39129,2000,52,Male,White
39130,2000,74,Female,White
39131,2000,26,Female,White
39132,2000,21,Male,White
39133,2000,30,Female,White
39134,2000,73,Male,White
39135,2000,18,Female,Black
39136,2000,21,Male,Other
39137,2000,54,Female,White
39138,2000,34,Male,White
39139,2000,33,Male,White
39140,2000,25,Male,White
39141,2000,30,Female,White
39142,2000,42,Female,White
39143,2000,27,Female,White
39144,2000,28,Male,White
39145,2000,37,Female,White
39146,2000,39,Female,White
39147,2000,36,Female,White
39148,2000,53,Male,Other
39149,2000,51,Female,Black
39150,2000,22,Female,White
39151,2000,23,Female,White
39152,2000,40,Female,White
39153,2000,44,Male,White
39154,2000,39,Female,White
39155,2000,34,Female,White
39156,2000,45,Female,Black
39157,2000,61,Male,White
39158,2000,56,Male,White
39159,2000,21,Male,Other
39160,2000,38,Female,White
39161,2000,36,Female,White
39162,2000,41,Female,Black
39163,2000,36,Male,Other
39164,2000,24,Female,Other
39165,2000,42,Male,Other
39166,2000,43,Male,Other
39167,2000,63,Male,White
39168,2000,46,Female,White
39169,2000,27,Male,Other
39170,2000,22,Female,Other
39171,2000,19,Male,White
39172,2000,24,Male,White
39173,2000,40,Male,Other
39174,2000,24,Male,Other
39175,2000,73,Male,White
39176,2000,40,Male,White
39177,2000,78,Male,White
39178,2000,33,Male,Other
39179,2000,40,Male,Other
39180,2000,78,Male,White
39181,2000,39,Female,White
39182,2000,43,Female,Other
39183,2000,41,Male,White
39184,2000,59,Male,White
39185,2000,31,Male,White
39186,2000,50,Female,White
39187,2000,18,Male,White
39188,2000,53,Female,White
39189,2000,42,Female,White
39190,2000,67,Male,Other
39191,2000,41,Female,White
39192,2000,43,Female,Other
39193,2000,60,Male,White
39194,2000,62,Male,White
39195,2000,35,Female,White
39196,2000,30,Female,White
39197,2000,70,Male,White
39198,2000,86,Female,White
39199,2000,36,Female,White
39200,2000,75,Female,White
39201,2000,63,Male,White
39202,2000,26,Male,White
39203,2000,74,Male,White
39204,2000,32,Female,White
39205,2000,81,Female,White
39206,2000,37,Female,White
39207,2000,80,Male,White
39208,2000,86,Male,White
39209,2000,63,Female,White
39210,2000,45,Male,White
39211,2000,60,Male,White
39212,2000,56,Male,Black
39213,2000,44,Male,Black
39214,2000,22,Male,White
39215,2000,50,Female,White
39216,2000,25,Male,White
39217,2000,43,Male,Other
39218,2000,27,Male,White
39219,2000,51,Male,White
39220,2000,28,Male,White
39221,2000,45,Female,White
39222,2000,24,Male,White
39223,2000,43,Male,White
39224,2000,32,Female,White
39225,2000,25,Male,White
39226,2000,22,Female,White
39227,2000,30,Female,White
39228,2000,40,Female,White
39229,2000,24,Male,White
39230,2000,25,Female,White
39231,2000,78,Female,White
39232,2000,32,Female,White
39233,2000,49,Female,White
39234,2000,72,Male,White
39235,2000,19,Female,White
39236,2000,37,Female,White
39237,2000,49,Male,White
39238,2000,24,Female,White
39239,2000,20,Female,White
39240,2000,21,Male,White
39241,2000,40,Female,White
39242,2000,81,Female,White
39243,2000,42,Female,White
39244,2000,40,Male,White
39245,2000,80,Female,White
39246,2000,52,Female,White
39247,2000,40,Male,Black
39248,2000,61,Female,White
39249,2000,45,Male,Black
39250,2000,19,Male,White
39251,2000,30,Female,White
39252,2000,71,Female,Black
39253,2000,24,Male,Other
39254,2000,60,Male,White
39255,2000,45,Female,White
39256,2000,45,Female,White
39257,2000,54,Male,White
39258,2000,56,Female,White
39259,2000,37,Female,Black
39260,2000,32,Female,Black
39261,2000,29,Female,White
39262,2000,31,Male,White
39263,2000,39,Female,White
39264,2000,77,Female,White
39265,2000,48,Male,White
39266,2000,41,Male,White
39267,2000,77,Female,White
39268,2000,36,Male,White
39269,2000,23,Male,White
39270,2000,39,Male,White
39271,2000,46,Male,White
39272,2000,21,Male,White
39273,2000,34,Male,White
39274,2000,44,Female,White
39275,2000,54,Male,White
39276,2000,23,Female,White
39277,2000,64,Male,White
39278,2000,43,Female,White
39279,2000,34,Female,White
39280,2000,72,Male,White
39281,2000,66,Female,White
39282,2000,85,Female,White
39283,2000,28,Male,White
39284,2000,NA,Female,White
39285,2000,45,Male,White
39286,2000,77,Female,White
39287,2000,47,Female,White
39288,2000,41,Female,White
39289,2000,66,Male,White
39290,2000,37,Male,White
39291,2000,71,Female,White
39292,2000,35,Male,White
39293,2000,73,Female,White
39294,2000,40,Female,Black
39295,2000,42,Male,Black
39296,2000,37,Male,Other
39297,2000,57,Male,White
39298,2000,85,Female,White
39299,2000,39,Male,White
39300,2000,33,Female,White
39301,2000,30,Male,White
39302,2000,56,Female,White
39303,2000,43,Male,White
39304,2000,26,Female,Black
39305,2000,52,Male,Black
39306,2000,38,Male,White
39307,2000,35,Male,Black
39308,2000,28,Male,White
39309,2000,44,Male,White
39310,2000,29,Male,Black
39311,2000,58,Female,White
39312,2000,50,Male,White
39313,2000,45,Male,White
39314,2000,61,Female,White
39315,2000,45,Male,Black
39316,2000,44,Male,Black
39317,2000,63,Male,White
39318,2000,42,Male,White
39319,2000,66,Female,White
39320,2000,48,Male,Black
39321,2000,46,Male,White
39322,2000,42,Male,White
39323,2000,19,Female,White
39324,2000,66,Female,White
39325,2000,41,Female,Black
39326,2000,38,Female,White
39327,2000,41,Female,White
39328,2000,57,Female,Black
39329,2000,28,Female,Black
39330,2000,46,Male,White
39331,2000,46,Female,Black
39332,2000,43,Male,White
39333,2000,27,Female,Other
39334,2000,39,Male,Black
39335,2000,38,Female,White
39336,2000,89,Female,White
39337,2000,50,Male,Black
39338,2000,36,Female,White
39339,2000,60,Female,Other
39340,2000,29,Male,White
39341,2000,63,Male,White
39342,2000,52,Male,White
39343,2000,32,Female,White
39344,2000,41,Male,White
39345,2000,68,Female,White
39346,2000,51,Female,White
39347,2000,27,Female,White
39348,2000,47,Female,White
39349,2000,72,Female,White
39350,2000,46,Female,White
39351,2000,51,Male,White
39352,2000,40,Female,White
39353,2000,41,Male,Black
39354,2000,44,Female,Black
39355,2000,45,Female,White
39356,2000,52,Female,White
39357,2000,31,Male,White
39358,2000,25,Female,White
39359,2000,59,Male,White
39360,2000,21,Female,White
39361,2000,81,Female,White
39362,2000,31,Female,White
39363,2000,25,Male,White
39364,2000,49,Male,White
39365,2000,33,Female,Black
39366,2000,60,Male,White
39367,2000,30,Male,White
39368,2000,34,Female,Other
39369,2000,51,Female,White
39370,2000,84,Female,White
39371,2000,27,Male,White
39372,2000,31,Female,White
39373,2000,46,Female,White
39374,2000,29,Female,White
39375,2000,25,Female,White
39376,2000,66,Female,White
39377,2000,34,Female,Black
39378,2000,78,Male,White
39379,2000,57,Female,White
39380,2000,84,Female,White
39381,2000,75,Female,White
39382,2000,78,Female,White
39383,2000,38,Female,White
39384,2000,37,Female,White
39385,2000,83,Male,White
39386,2000,48,Female,White
39387,2000,42,Male,White
39388,2000,41,Male,White
39389,2000,55,Female,White
39390,2000,41,Male,White
39391,2000,42,Male,White
39392,2000,19,Female,White
39393,2000,37,Female,Black
39394,2000,49,Female,White
39395,2000,48,Female,White
39396,2000,49,Female,White
39397,2000,35,Female,White
39398,2000,56,Female,White
39399,2000,82,Female,White
39400,2000,26,Female,White
39401,2000,70,Female,White
39402,2000,55,Female,White
39403,2000,59,Male,White
39404,2000,38,Female,White
39405,2000,44,Male,White
39406,2000,66,Female,White
39407,2000,52,Male,White
39408,2000,25,Female,White
39409,2000,49,Female,White
39410,2000,70,Female,White
39411,2000,20,Female,White
39412,2000,33,Female,White
39413,2000,23,Female,Other
39414,2000,56,Female,White
39415,2000,34,Male,White
39416,2000,24,Male,White
39417,2000,29,Female,Other
39418,2000,35,Female,White
39419,2000,19,Male,Other
39420,2000,26,Male,White
39421,2000,35,Female,White
39422,2000,47,Female,White
39423,2000,28,Male,White
39424,2000,42,Female,White
39425,2000,80,Female,White
39426,2000,54,Female,White
39427,2000,26,Female,Other
39428,2000,69,Female,White
39429,2000,29,Female,White
39430,2000,29,Female,Black
39431,2000,68,Female,White
39432,2000,47,Male,Other
39433,2000,40,Female,Other
39434,2000,58,Female,Black
39435,2000,38,Female,Black
39436,2000,53,Female,White
39437,2000,59,Male,White
39438,2000,35,Female,White
39439,2000,52,Female,White
39440,2000,81,Female,White
39441,2000,30,Female,White
39442,2000,38,Female,White
39443,2000,53,Male,White
39444,2000,28,Male,White
39445,2000,44,Male,White
39446,2000,39,Male,White
39447,2000,32,Male,White
39448,2000,46,Female,White
39449,2000,61,Male,White
39450,2000,38,Female,White
39451,2000,24,Male,White
39452,2000,25,Male,White
39453,2000,29,Female,White
39454,2000,26,Female,White
39455,2000,44,Male,White
39456,2000,24,Male,White
39457,2000,34,Female,White
39458,2000,45,Female,Other
39459,2000,29,Female,White
39460,2000,48,Female,White
39461,2000,71,Male,Black
39462,2000,41,Male,White
39463,2000,60,Female,White
39464,2000,46,Female,White
39465,2000,33,Female,White
39466,2000,26,Male,White
39467,2000,22,Female,White
39468,2000,44,Male,White
39469,2000,30,Male,White
39470,2000,42,Male,White
39471,2000,31,Female,White
39472,2000,38,Female,White
39473,2000,29,Female,White
39474,2000,33,Female,White
39475,2000,26,Male,White
39476,2000,30,Female,Black
39477,2000,52,Male,White
39478,2000,53,Female,White
39479,2000,30,Male,White
39480,2000,26,Female,Other
39481,2000,47,Male,White
39482,2000,24,Female,White
39483,2000,50,Female,White
39484,2000,56,Female,White
39485,2000,38,Female,Black
39486,2000,70,Female,Black
39487,2000,43,Female,Black
39488,2000,68,Female,Black
39489,2000,37,Female,Black
39490,2000,32,Male,Black
39491,2000,54,Female,Black
39492,2000,36,Female,Black
39493,2000,89,Female,Black
39494,2000,77,Female,Black
39495,2000,33,Male,Black
39496,2000,23,Female,Black
39497,2000,86,Female,Black
39498,2000,21,Male,Black
39499,2000,77,Female,Black
39500,2000,44,Female,Black
39501,2000,42,Female,Black
39502,2000,45,Male,Black
39503,2000,30,Female,White
39504,2000,46,Male,White
39505,2000,25,Female,Black
39506,2000,29,Male,Black
39507,2000,35,Male,Black
39508,2000,78,Male,White
39509,2000,28,Female,White
39510,2000,53,Male,White
39511,2000,50,Female,White
39512,2000,44,Female,Black
39513,2000,36,Female,Black
39514,2000,78,Male,White
39515,2000,29,Male,White
39516,2000,25,Female,White
39517,2000,38,Male,White
39518,2000,25,Male,White
39519,2000,25,Female,White
39520,2000,64,Male,White
39521,2000,46,Male,White
39522,2000,79,Female,White
39523,2000,61,Male,White
39524,2000,61,Female,White
39525,2000,44,Female,White
39526,2000,24,Male,White
39527,2000,34,Female,Black
39528,2000,36,Male,White
39529,2000,37,Male,White
39530,2000,29,Female,White
39531,2000,32,Male,White
39532,2000,35,Male,White
39533,2000,42,Female,White
39534,2000,39,Female,White
39535,2000,29,Male,White
39536,2000,59,Female,White
39537,2000,28,Male,White
39538,2000,48,Male,White
39539,2000,32,Male,Black
39540,2000,38,Female,White
39541,2000,42,Female,Black
39542,2000,21,Female,White
39543,2000,64,Female,White
39544,2000,24,Male,White
39545,2000,23,Male,White
39546,2000,50,Male,White
39547,2000,34,Female,White
39548,2000,81,Female,White
39549,2000,48,Female,White
39550,2000,73,Female,White
39551,2000,42,Male,White
39552,2000,57,Male,White
39553,2000,56,Female,White
39554,2000,47,Male,Black
39555,2000,21,Female,White
39556,2000,38,Male,White
39557,2000,51,Male,Black
39558,2000,60,Male,White
39559,2000,50,Female,Black
39560,2000,74,Female,Black
39561,2000,41,Male,White
39562,2000,47,Female,White
39563,2000,59,Female,White
39564,2000,53,Female,Black
39565,2000,69,Male,White
39566,2000,42,Female,White
39567,2000,63,Female,White
39568,2000,19,Female,White
39569,2000,57,Male,White
39570,2000,62,Female,White
39571,2000,65,Male,White
39572,2000,36,Male,White
39573,2000,37,Female,White
39574,2000,52,Female,White
39575,2000,19,Female,Other
39576,2000,40,Female,White
39577,2000,23,Male,White
39578,2000,61,Male,White
39579,2000,40,Male,Black
39580,2000,47,Male,White
39581,2000,59,Male,White
39582,2000,34,Male,White
39583,2000,35,Female,White
39584,2000,40,Female,White
39585,2000,50,Male,White
39586,2000,30,Male,White
39587,2000,48,Female,White
39588,2000,48,Female,White
39589,2000,40,Male,White
39590,2000,33,Male,White
39591,2000,40,Female,White
39592,2000,19,Male,White
39593,2000,38,Male,White
39594,2000,25,Female,Black
39595,2000,22,Female,Black
39596,2000,26,Female,White
39597,2000,56,Female,White
39598,2000,22,Male,White
39599,2000,26,Female,Black
39600,2000,19,Female,Black
39601,2000,43,Female,Black
39602,2000,51,Female,Black
39603,2000,43,Male,White
39604,2000,43,Male,White
39605,2000,31,Female,White
39606,2000,72,Male,White
39607,2000,71,Female,White
39608,2000,63,Male,White
39609,2000,24,Female,White
39610,2000,40,Female,White
39611,2000,42,Female,White
39612,2000,70,Female,White
39613,2000,36,Female,Black
39614,2000,32,Female,White
39615,2000,67,Male,White
39616,2000,31,Female,Black
39617,2000,53,Female,Black
39618,2000,33,Female,White
39619,2000,26,Female,White
39620,2000,44,Female,White
39621,2000,40,Male,Black
39622,2000,22,Female,White
39623,2000,27,Male,White
39624,2000,33,Male,White
39625,2000,34,Male,White
39626,2000,66,Female,White
39627,2000,24,Male,Black
39628,2000,44,Female,Black
39629,2000,38,Male,Black
39630,2000,46,Male,Black
39631,2000,40,Female,Black
39632,2000,75,Female,White
39633,2000,61,Female,White
39634,2000,30,Male,White
39635,2000,38,Female,White
39636,2000,70,Female,White
39637,2000,33,Female,White
39638,2000,38,Female,White
39639,2000,50,Female,White
39640,2000,36,Female,White
39641,2000,80,Male,White
39642,2000,70,Male,White
39643,2000,34,Male,White
39644,2000,73,Female,White
39645,2000,69,Female,White
39646,2000,69,Male,White
39647,2000,88,Female,White
39648,2000,80,Male,White
39649,2000,46,Male,White
39650,2000,42,Female,Black
39651,2000,84,Female,White
39652,2000,30,Male,White
39653,2000,33,Male,Black
39654,2000,47,Female,White
39655,2000,42,Male,White
39656,2000,24,Male,White
39657,2000,74,Female,White
39658,2000,54,Female,Other
39659,2000,42,Female,White
39660,2000,48,Male,Black
39661,2000,23,Male,White
39662,2000,28,Male,Other
39663,2000,30,Male,White
39664,2000,24,Male,White
39665,2000,50,Male,Black
39666,2000,33,Female,White
39667,2000,22,Female,White
39668,2000,31,Male,Other
39669,2000,32,Female,White
39670,2000,66,Male,Black
39671,2000,48,Male,White
39672,2000,42,Male,White
39673,2000,38,Male,White
39674,2000,66,Female,White
39675,2000,40,Female,White
39676,2000,62,Male,White
39677,2000,41,Female,White
39678,2000,41,Male,White
39679,2000,29,Male,White
39680,2000,25,Female,White
39681,2000,24,Female,Other
39682,2000,29,Male,White
39683,2000,30,Female,White
39684,2000,47,Female,White
39685,2000,48,Female,White
39686,2000,27,Male,Black
39687,2000,39,Male,White
39688,2000,49,Female,White
39689,2000,23,Female,White
39690,2000,27,Female,White
39691,2000,34,Male,Black
39692,2000,52,Male,White
39693,2000,32,Female,Other
39694,2000,55,Female,White
39695,2000,26,Female,White
39696,2000,25,Male,White
39697,2000,41,Female,Black
39698,2000,53,Female,White
39699,2000,81,Male,White
39700,2000,23,Male,White
39701,2000,48,Male,White
39702,2000,40,Female,White
39703,2000,32,Male,White
39704,2000,26,Female,White
39705,2000,60,Male,White
39706,2000,66,Female,White
39707,2000,50,Female,White
39708,2000,39,Male,White
39709,2000,20,Male,Black
39710,2000,28,Male,White
39711,2000,58,Male,White
39712,2000,25,Male,Black
39713,2000,NA,Male,Black
39714,2000,53,Male,Black
39715,2000,73,Male,White
39716,2000,76,Female,White
39717,2000,52,Male,White
39718,2000,38,Male,White
39719,2000,34,Female,White
39720,2000,44,Male,Black
39721,2000,38,Male,White
39722,2000,34,Female,White
39723,2000,36,Female,White
39724,2000,64,Male,White
39725,2000,22,Male,White
39726,2000,24,Female,Black
39727,2000,45,Male,Black
39728,2000,23,Female,Black
39729,2000,25,Female,Black
39730,2000,33,Female,Black
39731,2000,43,Male,White
39732,2000,47,Female,White
39733,2000,48,Male,White
39734,2000,42,Male,White
39735,2000,53,Female,White
39736,2000,73,Male,White
39737,2000,28,Female,White
39738,2000,38,Male,White
39739,2000,25,Male,White
39740,2000,19,Male,Other
39741,2000,60,Female,White
39742,2000,31,Female,Black
39743,2000,51,Female,White
39744,2000,57,Male,Black
39745,2000,52,Female,White
39746,2000,21,Female,Black
39747,2000,42,Female,White
39748,2000,34,Female,White
39749,2000,48,Female,White
39750,2000,56,Male,White
39751,2000,32,Male,White
39752,2000,50,Female,White
39753,2000,59,Male,White
39754,2000,59,Female,White
39755,2000,39,Male,White
39756,2000,47,Male,White
39757,2000,31,Female,White
39758,2000,43,Female,Black
39759,2000,73,Female,White
39760,2000,24,Female,White
39761,2000,30,Male,White
39762,2000,74,Male,White
39763,2000,29,Female,Black
39764,2000,30,Female,Black
39765,2000,34,Male,White
39766,2000,24,Male,White
39767,2000,30,Female,White
39768,2000,58,Female,White
39769,2000,37,Female,White
39770,2000,27,Female,White
39771,2000,23,Female,White
39772,2000,56,Male,White
39773,2000,32,Female,White
39774,2000,52,Male,Black
39775,2000,28,Female,White
39776,2000,52,Female,White
39777,2000,38,Female,White
39778,2000,40,Male,White
39779,2000,57,Male,White
39780,2000,31,Male,White
39781,2000,25,Male,White
39782,2000,43,Male,White
39783,2000,19,Female,White
39784,2000,55,Male,White
39785,2000,27,Female,White
39786,2000,49,Male,White
39787,2000,37,Male,Black
39788,2000,32,Male,White
39789,2000,32,Female,White
39790,2000,69,Male,White
39791,2000,50,Female,White
39792,2000,35,Male,White
39793,2000,47,Male,White
39794,2000,74,Female,White
39795,2000,64,Male,Other
39796,2000,68,Male,White
39797,2000,46,Male,White
39798,2000,36,Female,White
39799,2000,56,Male,White
39800,2000,37,Female,White
39801,2000,NA,Female,White
39802,2000,42,Female,White
39803,2000,76,Female,White
39804,2000,52,Female,White
39805,2000,88,Female,White
39806,2000,65,Male,White
39807,2000,44,Female,White
39808,2000,34,Female,White
39809,2000,56,Female,White
39810,2000,59,Male,White
39811,2000,26,Male,White
39812,2000,29,Female,Black
39813,2000,51,Female,Other
39814,2000,56,Female,White
39815,2000,31,Male,White
39816,2000,58,Female,White
39817,2000,47,Male,White
39818,2000,47,Male,White
39819,2000,37,Male,White
39820,2000,42,Male,White
39821,2000,34,Female,Black
39822,2000,39,Male,Black
39823,2000,43,Female,Black
39824,2000,38,Male,White
39825,2000,44,Female,Black
39826,2000,54,Female,White
39827,2000,45,Male,Black
39828,2000,46,Male,White
39829,2000,21,Male,White
39830,2000,26,Male,White
39831,2000,34,Female,White
39832,2000,85,Male,White
39833,2000,85,Female,White
39834,2000,73,Male,Black
39835,2000,49,Male,Black
39836,2000,58,Female,Black
39837,2000,44,Female,Black
39838,2000,28,Female,Black
39839,2000,61,Male,Black
39840,2000,72,Female,Black
39841,2000,44,Male,White
39842,2000,36,Female,White
39843,2000,55,Male,White
39844,2000,20,Female,White
39845,2000,33,Male,White
39846,2000,38,Male,Other
39847,2000,44,Male,White
39848,2000,21,Female,White
39849,2000,29,Male,White
39850,2000,28,Male,White
39851,2000,27,Male,Other
39852,2000,52,Female,White
39853,2000,35,Female,White
